score
id ,:name ,:math ,:english ,:science ,:music
516862 yMeXHJ 81 33 14 91
516864 FcqeU8XM 83 2 71 86
516884 2m5qU4L3 61 39 37 77
516896 Xs58B0 10 18 83 69
516931 ftNdYl1d 48 16 83 95
516979 OgmlrY 1 65 26 26
517179 cAe26Cer 5 52 76 13
517209 WHbwezB 20 45 10 73
517329 dagyu8 77 36 83 1
517345 FRONpBw 39 15 1 72
517418 ZCgTg9 91 95 69 68
517557 FAfYSQFW 48 92 68 33
517605 QS3iZ7YN 84 43 16 50
517671 03BYf31 46 95 100 29
517687 T4hH5jqo 58 78 6 91
517696 5gJRglM 22 37 28 33
517760 E15gzl 70 82 32 58
517771 KdJLHp 68 30 10 32
517776 phRY7sp0 78 79 2 48
517923 GN1tts1 5 21 53 49
518042 nEIdQa 67 65 25 68
518358 Yn3lYYuh 20 85 13 25
518521 6LIUvA 60 76 63 59
518627 hjtBWv 11 22 6 86
518733 rOzJxPo 52 64 49 63
518746 9dSsTw 64 48 3 99
518925 y3ML8n 10 92 66 64
518962 PMvM2K 88 46 34 48
519087 LoNZZK 78 23 99 39
519389 1FBReu 82 90 93 59
519471 EGTZmsxx 39 32 47 47
519603 hCbWZLQ 75 8 93 31
519782 1th5At 78 66 56 50
519796 t8tjiO 24 60 27 23
519810 t8XBCKn 68 31 47 32
519820 SHBkLzp 63 7 71 10
519965 jmiy6e 64 45 48 12
520088 S4Ut7UcP 41 53 20 86
520130 Fh7IQ6 17 12 52 7
520161 WWgGYaw 45 11 67 22
520239 xxJ7Hw3R 54 77 4 7
520351 736aII 57 19 15 61
520506 ZyzLEnG3 53 91 98 93
520535 hd7GbH 69 94 31 22
520539 QsJHN7n 66 22 21 34
520577 p5YcBjeE 4 13 15 57
520674 nsOULYFM 38 10 14 27
520712 pZYrJg6x 13 73 95 24
520753 9u5YKOJH 69 58 3 10
520802 T7toOo 24 41 80 57
520808 DZej4i 51 9 28 30
520860 vXvBK1c 8 52 26 85
521064 AOMQvkWk 94 97 78 12
521211 zrIf6sf 84 3 60 60
521257 AuLCiPOu 33 84 24 95
521336 0xAuyr5 83 54 40 77
521466 KcYQbmWQ 27 65 15 89
521509 Qcinb3h9 75 37 28 80
521520 CxGoTBb 89 62 96 11
521534 4gQJe288 2 45 96 72
521628 btKuHZv 16 44 96 25
521675 gNWJZG 19 60 34 97
521798 Ulz19mX 81 54 50 70
522190 1F72czA 56 29 98 84
522271 4Men3C 77 22 84 76
522355 CPA07s 36 86 1 56
522428 xPGzrZN 58 23 90 61
522553 FQVv7N5Q 57 11 75 20
522612 A90S8Rlq 65 70 65 35
522679 iwhxbP 99 84 93 33
522753 1svADb 88 16 67 5
522834 rFuyUXZ 84 21 99 30
523044 T0TCe8U 13 83 74 79
523081 8WIpSw 41 14 79 92
523113 TIz2vR 41 25 79 74
523326 vuqtns 84 73 39 16
523685 efM2gcj 64 78 78 87
523809 5HRb5IVI 97 2 23 46
523987 ls3dvk 80 96 88 14
524011 LwTwQO 66 43 2 95
524199 KfaHEs 13 44 42 96
524276 ff03O0fM 48 41 74 61
524562 Wu3yrTR 47 71 54 18
524611 UadKmSe 46 59 44 32
524616 bNXqFSYD 18 71 37 76
524825 j4a4TkBJ 44 24 35 45
525132 kZLxNHK 80 56 19 83
525177 8VQ6m0g9 77 41 76 28
525199 QBgY9yrt 36 80 67 57
525364 P45S77e 59 6 21 36
525373 fzGHejL 44 27 96 2
525445 khGK0flp 37 71 69 84
525474 ujxRcsAL 51 76 28 37
525702 SenNtFke 97 14 90 58
525818 fep4yfQd 41 5 19 68
525845 LtCOEfE 35 56 30 76
525929 En38s1 82 22 9 59
525942 nvkdX6 43 80 44 61
525949 Mgm1T8b 59 57 57 3
525961 n3F7qVpF 24 4 46 42
525971 EjcvVzBO 66 32 33 83
526010 EpiQi0s 2 88 67 5
526038 dwGbqu 15 3 15 22
526232 xYZNUIt 50 49 59 9
526275 sRbscTX 15 8 76 39
526293 FBMaUmls 26 30 35 0
526307 S9cJUT3u 64 83 24 62
526365 85l65Nyt 99 84 46 22
526421 knPp28Ct 51 65 84 85
526570 Q2r2ycG 33 28 16 84
526652 2KeupFHr 11 47 95 62
527471 tiM7nO 24 47 99 64
527737 X4Sm62 63 58 20 85
527878 d2P3UnQ 0 92 98 18
527887 NO4fHI 77 7 94 16
527916 F48jQK 23 9 32 16
528241 Yn8ry2 76 40 73 96
528336 KbDoXQ 70 79 63 66
528341 Up9S3SU 64 71 9 43
528375 A7oJS9RM 86 20 9 7
528423 TTYPVlPh 77 62 82 94
528427 8DE4BM 77 74 33 74
528442 xDanAykd 49 11 9 14
528466 qANhtG1 53 82 15 48
528574 BEPhQ6 47 63 85 29
528723 pIDn6RL 48 46 49 61
528760 Cfs4Nn 6 21 19 24
528810 oOmAqWi 76 89 40 97
528860 GwcgNj 4 97 64 23
528993 QTzbqMyV 59 86 62 24
529073 Sqx6kw 17 10 3 29
529106 JCZQ4Xm 94 84 64 82
529122 7V22vBdW 10 83 3 67
529210 IRG7JE 79 34 19 93
529373 kjpPXf 26 59 100 28
529452 ruUv6fMJ 23 19 38 82
529530 62j51G 96 88 7 88
529791 jrcZlVR 33 70 20 77
529999 ZY393ZAB 37 47 70 77
530036 7Mn0uG 16 25 67 89
530134 ZJBXcQe 16 17 6 55
530213 UmMG0LjA 43 78 13 24
530237 QQh1v9 60 24 74 37
530262 qyxBQvY 72 60 3 65
530295 dFbVH0w 78 84 87 11
530345 xMQWlUzr 97 87 77 47
530365 pEqyQgO 26 46 58 97
530532 NyPTecfb 23 77 31 66
530548 p83gVhj 4 67 73 97
530677 XJFAMx 91 66 2 81
530780 102jNmse 36 62 25 67
530786 ayMXfVm9 63 31 5 38
530956 cAoezJe 27 34 60 19
531016 6pLv7g 75 71 45 89
531137 K5ifEU 90 55 37 56
531220 MO0vbic 61 59 77 71
531774 Nez5S5 55 52 44 76
531871 6Wexfhln 7 51 77 98
531921 NuWorC 72 77 41 25
532106 RBL56b 62 57 7 53
532344 ha36JMVH 53 58 29 44
532391 mazXaW 78 63 97 18
532403 GCrqPeK 10 51 11 71
532428 6B1tflnf 11 42 71 95
532565 mD1UMpz 16 40 5 44
532807 0j2on2L 27 99 96 78
532985 9bcgmK3i 100 87 64 42
533072 Nr36MJuI 94 16 79 74
533082 QogmgTj 74 67 12 81
533093 GXbuKFK 22 87 2 50
533228 OHFPSY9 99 100 58 87
533280 eVrU1jg 3 4 76 5
533438 G9mBFcx 15 49 17 73
533696 MzFqWMNk 3 31 28 14
533727 WJqGqXyc 71 81 55 16
533745 x1GrqC 40 50 75 54
533847 asF9IZ 24 61 17 2
533924 jOpmGMYA 12 29 52 3
533983 1tj2rE 74 65 30 36
534107 jdTIKU8 36 15 48 19
534175 3qZunr 0 89 80 56
534354 htJaLeAZ 70 44 71 57
534415 CN0NBP 63 6 6 31
534462 o8EpXQaG 78 39 18 8
534496 NpvhTW 50 25 79 23
534519 TdVKvCh 43 25 28 67
534653 jb6XJB 98 36 35 54
534743 xWNUNYg 9 82 89 7
534774 K2HRCB 82 16 16 87
534857 n3Ke0xi0 53 20 8 94
534859 kjpPXf 73 40 46 32
534881 PqwE323T 1 53 19 81
534910 jNReSZDL 62 95 89 91
535425 qD0JRn 85 85 42 11
535441 tvD55XG 84 13 92 61
535544 rQCIvc5 75 47 31 6
535682 xTnkosW 58 53 15 80
535716 PGyvNXy4 3 73 48 85
535798 UivXVSB1 5 16 32 56
535837 4JeUIT 34 26 15 41
536038 EvhPbAV 72 51 42 28
536046 JPDaJn 59 88 48 92
536053 Zix8SY 59 51 32 10
536065 zxQsJ3 89 27 21 24
536075 LrywIg 56 99 64 96
536284 HVr3wKpf 82 70 62 70
536363 w7zZSBf 59 14 20 64
536377 JWMLtV 27 25 9 36
536445 3qTSIOXX 16 87 76 38
536525 YImOAx 3 39 100 96
536681 qT9xk5 46 76 75 67
536729 0UBgt6 13 56 28 50
537000 05txtbKb 13 0 69 83
537187 t4SXLd 13 39 94 46
537571 Ooqb7C 80 39 56 33
537650 IUiO2Fl 99 92 51 98
537663 m14W4pAH 43 42 65 88
537763 Tds3Wzp 96 78 17 5
537922 vCLCRH 100 14 17 73
537939 KF4fb4t 91 39 99 96
538012 2Vxl8Tc 87 92 30 52
538033 q9WKO2 64 60 41 74
538050 mApWeE4z 43 35 29 68
538394 whNtk0gX 68 91 83 89
538467 zICvaD 37 1 14 99
538615 QrE2YsK2 99 57 72 90
538806 Bls4rXld 11 91 1 5
539242 S6bp7n 6 47 19 53
539444 rRdwnT9 63 18 30 54
539467 CEMiCze 41 80 96 64
539579 VxjYse 65 24 83 84
539582 Y6HbXX 85 99 33 6
539852 EwHtXd 77 93 50 14
539907 IrzYMdg 12 58 12 61
539982 O5g4bxad 61 98 65 37
540034 3CFvtxv 89 19 64 14
540090 AtDJFJL 4 77 54 11
540226 iHtm7DQ6 16 7 21 55
540384 j9krgG7 71 53 77 43
540399 f6RbemB 50 99 55 12
540411 05txtbKb 67 60 14 31
540485 lhpd5L 64 94 82 29
540498 dT4moqS 86 39 75 64
540556 dAC1zZgr 40 30 51 24
540797 cGqk21 55 73 38 28
540833 jQsjO92p 94 83 82 75
540987 SMoVXhX 68 95 29 47
540992 dMjHiOqB 99 87 25 45
541112 89dSidl 2 57 94 20
541210 tw0DCS 84 21 15 58
541216 MBUjJo 3 95 1 46
541319 wWSKbfUX 79 50 25 27
541331 SIhezpkD 99 59 26 3
541385 9GPwyVdr 7 31 75 68
541467 aIeIMYnp 95 47 12 38
541544 q7k4ZJD 67 86 53 20
541627 CgzjNb 27 18 62 61
541651 r4GhQcD 32 63 2 16
541706 Hz4KFCzE 81 68 83 76
541799 8eETZ9 35 15 29 50
541801 O13hi6 37 91 81 76
541840 fkB51J 96 26 15 100
541870 kCa6Yi 43 95 51 37
542032 uMMF2x 79 33 65 39
542210 zxQsJ3 15 91 91 56
542282 HPNQmFq5 69 13 52 55
542455 33JmLb 74 5 8 87
542493 o0mj81 50 61 51 33
542641 18RMrlZB 13 50 70 14
542662 idOnecS 6 45 62 95
542709 hgNwup 87 66 63 37
542770 gObYLHz 18 89 62 65
542800 0tkJw6 84 36 81 31
542804 wqmZLx 98 78 14 68
542912 kiPezl0 55 99 81 54
543002 N5orXN 46 13 59 81
543515 DHbcEYG 37 92 33 22
543519 XStjDOe 12 76 28 68
543612 3y7R0aG 56 77 42 17
543932 suBDxTf 81 78 83 24
544228 OhLAlJQ4 10 27 15 13
544421 qITIdu 21 65 21 14
544611 YpOsgg 97 27 67 45
544620 SNlj9eMM 83 26 38 24
544719 JXrHtXn 63 28 90 3
544888 MqE656c 47 17 67 36
544912 AoIqBuzG 31 37 58 69
544924 mvDGLnkf 15 61 93 43
544933 XAMBXIi 19 12 12 42
544984 nPmNB57 81 37 74 6
545073 VFAMMCOA 7 67 42 33
545262 Ev86Rl 17 2 8 87
545288 PbF1Dves 14 51 64 33
545487 6XRR2n 6 75 46 41
545690 IeNGdg 63 94 43 18
545764 575oSi6J 84 92 97 47
545964 0UMUbvw 57 22 66 72
546029 jymIN0jZ 85 80 72 99
546060 wTch7gBU 18 10 68 80
546084 cD3Iy0 18 58 2 21
546132 CAjlRmx 83 53 13 17
546213 2nwtLk 39 49 59 22
546249 veYNKbF 42 97 79 5
546477 Q5HTCbaq 35 33 52 54
546506 29CTYpaZ 69 16 72 59
546623 CE6C94n 24 73 65 30
546685 WiYWsyP 57 49 97 42
546687 D8kT6Q0 26 2 99 37
546696 Y6XXVDvj 37 19 91 28
546822 FKJOAKU 70 71 32 89
546874 05txtbKb 46 37 6 63
546877 OUHnzwa5 44 100 15 53
547005 Se41TS 56 36 95 35
547046 C6q9J7 45 28 83 89
547214 Yxfigru 86 19 48 65
547281 qDFIvVG 39 38 60 54
547295 9clgySjD 6 64 1 64
547458 ri3Gvq 84 20 7 16
547510 HD2hx5dY 76 94 14 76
547579 lTMj70W 56 80 53 66
547590 Pz5ten4 67 73 18 29
547713 4T6B48x 41 57 62 32
547883 LFCnQIIY 70 23 32 70
548072 k7G5YjM 76 22 23 42
548091 45KTmyU 37 65 0 63
548196 fgtW9c6t 89 45 35 59
548261 mY7AcA9 46 69 88 46
548481 8iB9CGp 71 43 12 96
548489 XtWSGlO 45 91 81 84
548545 u3UeTe6D 51 95 83 55
548552 MUYrUDE 95 54 6 41
548556 l6ndz2k6 42 30 28 33
548900 qCXwKiK 45 18 61 68
549050 rzbeZLJ 42 59 100 28
549099 NsIz9qW 66 20 35 69
549112 Z2gCf1 22 34 11 43
549113 Nnd2TTXB 60 56 95 59
549227 ai1psugZ 97 61 76 98
549281 Xyrcmq 84 15 84 74
549320 lwactF57 95 9 99 19
549613 7wFghe 85 81 12 32
549640 JZyWSOpg 79 84 53 9
549708 v0ZgRXE2 66 4 89 14
549788 VZOULsu 54 15 13 34
549937 44JhvDtD 76 58 99 40
550042 hVXI0Mj7 99 46 74 48
550130 bds0krC1 45 84 41 41
550196 aR1PCb 12 33 2 68
550263 aHgXI5a 33 28 11 87
550297 tyP5nYO8 10 74 32 5
550395 Uxgaad 37 2 76 58
550421 DyCykx 100 2 86 74
550576 IXYugOr 32 32 90 96
550640 YSExFUw 42 69 11 50
551077 sFelQC36 70 82 82 80
551111 KfdH6u 66 67 39 26
551139 pcY4fRc1 50 100 18 49
551188 MrPx87 56 37 96 26
551222 mQ20oqc 73 85 13 4
551656 gDeD7RL 6 16 52 58
551676 Vd12ZSx 49 18 34 39
551682 Y7wQUrG 90 32 96 55
551843 N7JgaL 70 39 65 25
551879 CqzJ4Ock 87 27 72 81
551964 Hhie0L 59 30 63 12
552083 ncv3g7 45 16 99 59
552209 ddMU7wjM 61 29 36 8
552294 LCtUK7 66 30 11 58
552332 uV9jJk 88 5 62 82
552345 yIgarVg 66 60 8 67
552421 5Hr0YvQk 94 71 97 19
552490 Sqx6kw 70 86 66 15
552652 Ush4Xk4z 75 87 55 46
552723 JenYZH7 87 33 79 5
552902 Oi34Aw 51 12 96 77
552988 d53If3MM 57 93 42 1
553030 dBn0wx 17 56 86 8
553047 MX8EXa 41 17 97 57
553146 K0VVjM 95 8 46 86
553285 K4tDSNNC 32 51 8 60
553339 CUt2k9 49 52 47 27
553368 45qGZmAh 98 92 49 54
553478 gOK0fk 84 39 81 11
553597 N9myAg 81 68 68 99
553807 PP0lRe6 59 17 95 98
553862 J9ntrG 17 29 93 57
553874 SXCzQoz 21 28 36 57
553988 OaR3Wca 63 35 35 51
554055 ofBuh9 32 40 60 43
554328 g59uPz 57 77 96 26
554386 sUotFzn 77 67 35 14
554403 kmvxC6 70 95 9 80
554585 DnY8lML 42 35 25 64
554666 lwGKYb 77 54 39 64
554675 I8Zn1ovu 51 6 19 68
554696 K4EdAw 91 72 78 12
554809 xvrewg 57 15 54 61
554829 agwKhGqY 92 19 46 28
554831 ITu0IXwt 93 42 80 95
554885 10hmx9i 97 88 52 57
554932 xDanAykd 61 58 7 91
555014 TWDhEj 42 84 14 6
555118 DriXCUL 9 74 38 72
555133 GCrqPeK 66 69 9 56
555210 e8goaDP9 4 62 58 47
555242 3pePGD5 35 0 34 77
555274 h2yjFyf 38 76 87 13
555308 yCFZNC 5 11 46 14
555491 DaHfU3LU 29 92 32 5
555635 uMMF2x 73 66 13 51
555671 TOObI5 14 40 29 53
555725 39tvfgOC 57 88 43 55
555755 pXarMyi 98 31 33 83
555896 dHNP7S8j 13 29 95 93
555957 OaUmfvbX 60 100 24 70
556076 HZGq9r 49 0 69 3
556079 WuJ2rQw 74 19 94 89
556275 dxsWO099 86 78 90 68
556358 GdvsEl 57 31 23 10
556540 0j2on2L 81 95 38 19
556598 PmobEB 40 44 22 12
556639 t0C4ej 44 97 69 84
556667 6KX47qW 59 87 84 34
556736 MDwd06p 2 30 33 82
556996 xVQYP196 6 20 94 34
557065 JbBrnEI 82 92 92 63
557244 1kDVio 15 44 46 63
557373 eEMNGrIr 25 26 83 6
557603 e4sOdBo 89 41 91 3
557718 LwjB1ke 52 4 73 50
557754 bOTt6bpc 16 40 91 45
557859 rzxtvQ 86 22 38 36
558097 q5aSPr 77 53 29 93
558224 BJdxrz 9 23 35 49
558233 XT8tTOc 37 26 37 94
558455 kqTRl6 29 55 88 23
558530 53Falk 35 16 84 33
558592 vraoPDD 34 15 97 89
558634 uzgAmy 97 75 4 55
558918 guSE3lh 17 76 70 59
558975 dVPG79 84 73 82 68
558993 1jsKwRC 2 31 91 33
559028 6C63iL 65 17 9 26
559130 65Rho9d 51 68 95 16
559193 OMfIZsqZ 34 43 50 13
559205 kK8XTEU6 45 78 20 88
559216 9ivr8GqI 13 39 94 79
559237 7UmHOv 79 42 23 98
559397 MwXPfL 4 95 92 66
559399 iGsTcuWU 72 33 6 18
559457 LM4YKRT 74 26 51 12
559576 wOGcbb 12 70 81 46
559664 AkETrweT 90 18 4 7
559737 PPbBuI 64 29 51 24
559747 klxrhZX8 24 61 56 79
559809 b7AQ5dHm 69 74 78 78
560004 9SHs18aV 61 50 83 79
560008 cw986GH 41 46 59 58
560061 N3nueU 49 22 35 63
560088 q535whEV 98 78 31 97
560443 vfoMMaoB 13 58 19 28
560449 yyR72i4d 75 51 45 7
560569 iRfJbyWe 13 22 69 3
560856 OGk33p 71 40 66 56
560870 p5YcBjeE 55 73 60 93
560967 ZHdoca 40 53 21 15
561082 S4FCjO 22 65 60 61
561136 fSpVTed 88 96 84 76
561143 qSfT52 88 29 92 11
561208 RS2nCh 73 68 51 43
561311 ACoGpL59 85 69 35 40
561351 JKXsVME 54 79 16 85
561399 FwVp3J 12 15 20 23
561837 E11mG3 19 78 89 96
561946 ohgvmmC 47 0 72 33
562060 mPutMW0 97 51 1 88
562219 MGAfowo 20 95 8 76
562311 lezu9tPv 71 87 86 11
562381 9r6O06jM 57 44 48 80
562470 aYPtiJ 9 8 46 81
562591 3xodRzL 26 88 21 38
562593 2G2mdgVW 41 12 1 91
562658 K3ZpRm 84 3 29 67
562789 YV8hVCK 88 46 96 99
562798 xhvRSO 56 19 97 63
562902 j0I0Hv 77 30 43 50
562931 NZJoUHY 47 81 78 73
563019 jRH8zEl 57 47 61 17
563122 BeMOBn 15 81 19 4
563321 JVkdi9 55 11 54 17
563324 SBG9dWro 14 39 6 5
563355 ZtqlI9 78 64 17 26
563440 zrlWBwgD 99 48 64 80
563452 KYdwJAo 63 12 83 35
563671 GDxn6zWk 72 88 72 38
563741 IMNpST 7 11 50 93
563758 rOc9aTV 99 84 57 75
563878 LavwxTo 57 69 80 44
564044 zGp562 20 71 44 55
564184 Pjdwp6XB 30 21 0 7
564270 r9ULjM 46 64 34 98
564374 cAe26Cer 44 46 64 73
564537 WApK20uu 19 42 97 72
564672 26UAX8A 32 67 13 62
564828 CMK1La 71 38 70 17
564867 cGGrDlR 9 45 56 73
564877 U0pnP34I 85 50 9 85
564904 4Q485J 31 57 6 52
565079 tVdC9bAB 38 92 49 95
565518 jY5I5hGS 41 1 7 40
565537 Y1Ypoi 52 35 94 31
565634 ck7RiYxD 1 68 62 2
565883 rB1vCs 41 79 43 17
565900 3WqeDnV 64 77 47 78
565967 LR4yuw4 8 44 8 7
566041 4qIhKy 78 8 14 68
566053 ynaree 94 79 92 19
566256 4xB7RHAN 98 33 1 52
566276 zBOgUCL 63 63 10 18
566311 1m4vf62V 90 25 52 59
566330 3IdIPl 49 49 29 38
566390 B3aJY62 3 30 15 28
566442 3gm4WNyj 44 11 60 65
566494 78XwVvX 32 5 55 14
566555 u6ibBb 57 12 41 35
566587 gf8QKgNB 67 67 4 38
566627 2tCvSjk 78 55 16 81
566700 Kmadtf 36 60 63 17
566747 ABEdxK 78 97 20 12
566864 nnhBiV 3 44 46 67
566869 2oQXp6DT 94 10 47 64
566936 Wpu7yCR 6 87 86 25
566940 F7z419QO 0 12 73 66
567090 mc6i8n5 100 96 82 60
567151 XxYaYHY 79 65 48 2
567399 NJnrCf8 45 46 25 65
567604 fQm71W8i 36 80 20 83
567654 f5OICu7 85 0 58 5
567659 QmUHZVMB 23 14 80 38
567696 E7j7u483 98 25 39 15
567711 Aa9aKD 44 32 73 50
567946 8qhwJ9Zj 89 31 97 89
568028 BeMOBn 13 80 15 48
568170 U1SZQRem 33 57 60 53
568286 nWrfRnPj 67 55 81 42
568354 9jcBsx48 5 8 14 47
568415 cXEzk1G 84 63 51 13
568443 BdfykXD 98 1 10 55
568603 EcJUxxF 93 59 12 65
568626 30QVxr8 61 19 46 40
568704 Ypd1YR0O 81 29 66 98
568746 AP1myeb 74 52 89 70
568771 q3DpjS 12 5 76 13
568832 yJKBNO 91 71 51 86
568998 8Kc9iQ 56 74 59 28
569021 YkYpOPOh 6 76 67 58
569065 9RC5p6OE 0 76 99 3
569326 YdBhzFm 12 4 92 26
569359 r9ULjM 35 84 8 76
569386 2uINh7i 96 85 10 95
569500 VltIe6cB 42 52 34 90
569638 8Vc5LNVU 42 11 78 97
569651 JAHkz5 40 91 34 21
569798 WMT51kHT 58 46 81 55
569866 mrX6oF5 8 47 31 92
570012 bi6AcrW 31 7 57 81
570027 qbrsee 38 86 20 48
570094 SKsXAK 29 7 74 80
570227 0rkG1p 18 42 73 24
570337 JNt7OfXz 40 37 33 40
570504 nPmNB57 65 48 98 84
570797 Ef37YFa 42 88 20 23
571060 Uekqs9 28 28 94 90
571182 xMItiH4 67 44 55 55
571258 qlDx65R9 46 48 4 71
571444 Az38Yd 4 0 84 79
571749 Gq4lJl5 66 12 76 14
571891 FBrACnt 37 93 82 57
572014 feI3c9 5 86 28 57
572097 X6L6q4iI 53 13 60 92
572245 8FFRjuu 52 23 71 13
572263 43er5q 15 15 98 99
572287 QydpkDM 23 9 60 94
572355 MUjAENX 66 77 14 41
572385 7u5wxEjV 59 66 18 61
572396 mQW3Wlq 23 30 99 99
572623 2zBW9s 1 15 25 95
572631 nFdaoSp 16 93 2 58
572638 R9DIIW 22 26 83 59
572733 0MuyNFnw 42 25 89 77
572750 xOg4uThy 14 42 95 56
572865 nZ2IiHK 36 6 22 14
573224 00vU5I8p 51 30 40 72
573264 wklAyvF 91 73 82 41
573609 7Ubq8WES 37 54 86 55
573767 ZlghcYB 70 49 92 74
573852 tJFfmJYV 85 22 59 46
574000 Sm1JET3 72 26 97 73
574229 tsUjwSLA 11 48 80 21
574468 gC8152 35 73 90 39
574800 qOcCMD3F 1 52 16 30
574882 RF4Ibs79 36 85 69 57
575015 tv5W2gE 23 62 46 65
575038 RwecaK 7 78 87 94
575167 qmCnNx 13 51 11 77
575369 fogWcZ 6 84 73 93
575517 X4ZhKil 2 77 32 56
575563 hGIGXym 78 78 31 24
575829 IfM8Eant 87 74 63 72
575930 nHv2o8tL 79 57 68 77
576131 sF9Y5E 78 47 35 73
576206 2XyLfKC 2 83 25 89
576463 H2YtY90 80 40 56 93
576532 u3j1yvw3 38 21 44 71
576678 UulMd2Y0 91 67 83 41
576684 q3DpjS 68 17 40 34
576685 9TY5mxgX 97 95 96 37
576738 DZFUyu0M 95 57 20 28
576982 cXEzk1G 25 31 62 8
577057 SmtYPbi 71 36 77 67
577096 PscRXuz7 5 60 25 92
577252 5YFUu6Ji 97 77 14 26
577420 kLcOrzV 19 86 45 56
577552 gkCJth 71 31 73 37
577963 njXCYSK 38 88 22 71
578000 fvAtCj2I 63 34 54 45
578123 X56lpS 20 86 26 81
578213 nMmKGD 49 61 89 64
578270 KMBj20N 13 79 34 0
578315 sU77PV 30 92 38 35
578351 pSUTNFrN 32 24 13 94
578462 Wpu7yCR 43 80 89 78
578520 8Ih4sT 11 58 22 12
578576 G9yGNogP 6 51 3 13
578585 BhqnJq 0 82 14 9
578670 wfymXlr 79 53 53 81
578827 xLtagcwM 73 0 15 48
579071 neGEY8Lm 3 12 59 21
579372 l5rhi5H 64 70 41 94
579418 9PADakL 40 99 91 89
579451 IxsfToQ 43 46 82 85
579581 MOmYiC 62 99 92 46
579597 JfABFW 14 17 38 54
579599 EFIF9AKs 49 42 66 94
579702 aOxSEF 19 9 38 79
579765 YXlo7L7 80 55 22 62
579766 Hs5qHhsq 53 55 93 93
579881 TYQcRsE 43 49 38 55
579956 tTalL2BT 68 4 48 73
579961 krIeBRP 12 7 13 42
580030 amiH4Jc 63 6 9 98
580238 DxmI7ogp 21 81 45 61
580572 JLTun2K 51 76 57 86
580692 og7Non 9 2 9 75
580748 Ww475uK 89 72 51 33
580759 oiyfsuON 57 49 30 78
580864 NG026b7 93 18 28 62
580987 GN1tts1 51 59 57 61
581097 f5fC3P 78 54 79 99
581330 CfQx8K 25 14 29 89
581338 f6RbemB 82 89 78 63
581446 cfzlxy7 41 98 49 38
581479 2iF6YFX0 57 91 33 81
581510 SLmWGs 86 70 76 20
581677 Lz4cS2LB 6 46 74 66
581795 ZOZjp1S 90 85 55 13
581832 oTx7W5En 97 51 62 96
581879 X8LdQl9 38 52 84 57
581880 WLqtqb 78 98 15 8
581937 zj6BL3 32 76 3 38
582032 Tbppzz 54 19 57 51
582119 jdgm3N 90 13 99 27
582184 ETec3fj 6 81 2 66
582458 BLe62Jt 15 70 57 50
582459 RjMGyos 38 51 41 71
582570 NbDR8zF 58 67 73 91
582734 lMCPFAG 97 13 2 28
582745 SBG9dWro 29 32 34 73
582779 smW3tfjV 62 91 45 28
582859 th6pH36t 59 16 51 48
582901 0rkG1p 52 86 40 49
582959 aZdAeux 37 18 56 7
582964 5l7ThZi 62 17 19 67
583010 30Ksdl95 25 75 84 39
583016 oIo8xpDH 40 78 51 21
583213 UMdgqHBH 26 25 3 38
583285 TMWKO8xq 12 89 60 26
583754 ZASzrd 87 54 20 4
583838 0MBiuX 74 37 15 11
583934 8FFRjuu 25 57 14 34
584021 dmpFtqpA 78 67 53 34
584261 HLdtKYW 80 79 5 6
584367 KkdxNwQ 54 15 3 36
584505 nYhpM7 43 79 48 78
584516 hH7XYEy 94 10 21 51
584813 cVFwq6kW 11 25 66 84
585018 gJkqV5k 94 78 14 55
585036 RpHNpSNf 92 65 76 8
585111 AHFIP7G 37 42 6 48
585134 APrOR33 50 76 1 31
585183 Ys6P5BSj 63 12 89 43
585337 EqKZNgn 77 2 50 83
585377 M9j9hMGn 67 49 34 34
585749 lwGKYb 47 43 22 52
585772 VnjNqGE 26 84 80 19
585802 CEGtlvXh 80 65 62 23
585988 IfM8Eant 22 61 84 15
586061 3u4vVd 93 68 34 15
586116 RRed8h 5 94 6 57
586141 6b8F0GF 5 58 83 57
586163 6Ir5rD 89 63 32 66
586233 PsO46Rs 60 72 32 13
586682 2e0gpWn9 91 68 30 94
586724 GEafHhKk 60 16 67 92
586799 WYtECZNQ 16 68 52 84
586885 pZYrJg6x 54 21 18 49
586944 O0lxY02 10 7 86 100
587028 skal3H 59 53 11 95
587113 gm99Tz3j 76 17 23 36
587199 nvkdX6 20 83 24 65
587369 mrooEVln 41 92 11 28
587417 LjNMCjy5 60 90 28 21
587421 zPTKWRlg 16 69 48 91
587466 T3jmPEZ 2 57 18 90
587650 rwSoje3 47 2 86 2
587669 oWc97x 90 18 63 38
587689 5Wc4LmV 48 49 79 63
587748 sxc0zk 56 10 41 17
587847 GQDOyJWr 69 65 15 31
587960 7TvtUy 62 17 27 21
588030 vr6Um9zj 29 3 34 38
588201 4VZpk7 68 85 14 77
588261 deIgu4e 21 97 61 65
588309 w2IPlZsv 94 10 10 4
588326 r8HKkD 26 93 18 86
588362 pcSFKO 96 35 63 84
588433 EcJUxxF 86 31 41 10
588624 ol1VOT 51 44 29 80
588714 iorgUj4T 52 21 58 74
588938 sxi78p 84 98 13 96
589285 RUaJ275 92 53 69 40
589411 TvNn8tf 75 56 35 4
589425 TdVKvCh 96 54 63 20
589527 fFEM9n 56 40 9 60
589624 1m4vf62V 52 91 59 12
589739 RyZPBEZ 93 37 1 9
